order_id,order_date,total_amount,user_id,city,membership,restaurant_id,restaurant_name,cuisine,rating
1707,02-12-2023,695.06,1736,Pune,Regular,224,Darbar Kitchen Non-Veg,Chinese,4.8
1708,07-10-2023,1446.95,2191,Pune,Gold,128,Swagath Kitchen South Indian,Indian,4.5
1709,03-01-2023,774.86,817,Hyderabad,Regular,465,Sai Eatery North Indian,Italian,4.9
1710,10-11-2023,341.56,1575,Bangalore,Gold,227,Udupi Curry House Chinese,Italian,3.5
1711,17-09-2023,1217.13,1385,Bangalore,Regular,331,Spice Biryani Non-Veg,Mexican,3.4
1712,01-06-2023,865.79,764,Hyderabad,Regular,221,New Mess Non-Veg,Chinese,3.7
1713,07-04-2023,770.05,1717,Bangalore,Regular,250,Sai Foods Non-Veg,Mexican,3.4
1714,10-08-2023,670.65,1330,Chennai,Gold,31,Udupi Delights North Indian,Mexican,4.7
1715,04-03-2023,426.32,78,Pune,Gold,396,Taste of Delights Non-Veg,Mexican,4.8
1716,27-10-2023,994.79,2447,Chennai,Regular,152,Hotel Curry House Punjabi,Indian,4.8
1717,16-01-2023,512.13,843,Pune,Gold,317,Darbar Cafe Pure Veg,Mexican,3.5
1718,26-05-2023,257.3,1940,Hyderabad,Gold,148,Swagath Restaurant North Indian,Italian,3.2
1719,03-03-2023,1095.65,2488,Hyderabad,Regular,312,Udupi Curry House Chinese,Chinese,3.1
1720,03-08-2023,987.7,2414,Hyderabad,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8
1721,21-01-2023,725.75,2859,Hyderabad,Regular,193,Swagath Eatery Multicuisine,Chinese,3.8
1722,30-08-2023,817.26,1919,Chennai,Gold,475,Ruchi Kitchen Punjabi,Italian,4.9
1723,21-08-2023,770.56,2948,Hyderabad,Gold,107,Spice Kitchen Punjabi,Mexican,4.0
1724,05-03-2023,1430.74,2716,Pune,Regular,72,Sri Foods Chinese,Mexican,3.4
1725,29-11-2023,1067.78,422,Chennai,Regular,497,Hotel Delights South Indian,Mexican,4.4
1726,24-11-2023,296.17,2599,Bangalore,Gold,239,Sai Curry House North Indian,Indian,4.9
1727,31-03-2023,369.96,27,Pune,Gold,112,Grand Cafe Punjabi,Chinese,3.2
1728,05-11-2023,826.78,1631,Bangalore,Regular,461,Sai Curry House Multicuisine,Italian,4.6
1729,08-04-2023,552.75,1194,Chennai,Regular,370,Swagath Cafe Multicuisine,Chinese,4.4
1730,28-07-2023,482.59,1563,Chennai,Regular,469,Annapurna Foods Family Restaurant,Italian,3.3
1731,20-10-2023,571.83,2684,Pune,Regular,155,Udupi Biryani Family Restaurant,Mexican,3.1
1732,10-07-2023,1175.65,1093,Pune,Regular,94,Taste of Eatery Andhra,Chinese,4.5
1733,21-10-2023,1432.7,2366,Bangalore,Regular,484,Taste of Biryani Punjabi,Mexican,4.2
1734,22-01-2023,363.85,477,Pune,Gold,110,Amma Kitchen South Indian,Mexican,4.2
1735,11-10-2023,1454.16,1166,Bangalore,Regular,151,Annapurna Cafe Multicuisine,Chinese,3.8
1736,02-04-2023,918.28,1877,Pune,Regular,177,Udupi Restaurant South Indian,Indian,3.9
1737,01-11-2023,1220.79,690,Hyderabad,Gold,79,Amma Restaurant Family Restaurant,Mexican,4.9
1738,10-07-2023,759.41,2746,Bangalore,Regular,80,Spice Mess Chinese,Italian,3.9
1739,12-09-2023,1397.9,2888,Chennai,Gold,65,Grand Eatery Non-Veg,Mexican,3.2
1740,15-05-2023,1185.07,1961,Pune,Regular,75,New Cafe South Indian,Chinese,4.2
1741,26-07-2023,1087.31,1799,Chennai,Gold,140,Royal Tiffins Punjabi,Italian,3.3
1742,13-04-2023,1228.15,404,Hyderabad,Gold,195,Taste of Delights Multicuisine,Indian,3.4
1743,10-03-2023,1426.26,2366,Bangalore,Regular,13,Taste of Mess Punjabi,Indian,4.6
1744,30-12-2023,785.67,2501,Chennai,Gold,160,Hotel Tiffins Pure Veg,Chinese,4.2
1745,26-10-2023,685.52,2335,Hyderabad,Gold,233,Grand Cafe Family Restaurant,Italian,4.5
1746,17-12-2023,690.77,480,Pune,Regular,376,Amma Cafe Non-Veg,Indian,3.4
1747,07-09-2023,614.5,1375,Pune,Regular,35,Royal Biryani North Indian,Chinese,3.9
1748,27-09-2023,1040.27,2970,Chennai,Regular,363,Annapurna Mess Pure Veg,Italian,4.9
1749,02-12-2023,486.56,2297,Bangalore,Gold,67,Swagath Tiffins Andhra,Mexican,4.1
1750,18-08-2023,643.18,1209,Bangalore,Gold,215,Spice Biryani Punjabi,Mexican,4.4
1751,04-09-2023,840.38,588,Pune,Regular,405,Royal Dhaba Punjabi,Indian,4.8
1752,01-06-2023,1053.84,476,Pune,Regular,145,Amma Restaurant South Indian,Italian,3.1
1753,29-03-2023,211.39,1058,Hyderabad,Regular,482,Classic Tiffins Pure Veg,Chinese,4.5
1754,15-01-2023,1158.54,2949,Bangalore,Gold,45,Annapurna Restaurant Punjabi,Mexican,3.0
1755,13-05-2023,443.03,152,Chennai,Regular,268,Annapurna Biryani Multicuisine,Indian,3.8
1756,15-08-2023,572.62,2717,Bangalore,Regular,342,Ruchi Cafe Chinese,Mexican,4.1
1757,08-04-2023,1249.47,2233,Hyderabad,Regular,393,Classic Dhaba Andhra,Italian,4.1
1758,17-10-2023,310.35,643,Pune,Gold,345,Sai Tiffins Chinese,Chinese,4.3
1759,28-08-2023,341.38,213,Hyderabad,Gold,104,Grand Dhaba South Indian,Chinese,4.9
1760,27-11-2023,1256.14,2586,Hyderabad,Regular,26,Spice Eatery Family Restaurant,Chinese,4.6
1761,16-05-2023,943.44,2026,Chennai,Regular,335,New Biryani Family Restaurant,Italian,3.9
1762,30-10-2023,393.98,2297,Bangalore,Gold,413,Sai Curry House Punjabi,Italian,3.3
1763,09-02-2023,688.95,1191,Hyderabad,Regular,46,Udupi Delights Family Restaurant,Chinese,3.6
1764,07-09-2023,1319.21,1081,Hyderabad,Gold,374,Annapurna Curry House Multicuisine,Mexican,3.6
1765,16-03-2023,696.76,2491,Bangalore,Gold,157,Sai Restaurant Family Restaurant,Italian,4.5
1766,08-10-2023,1119.15,2298,Bangalore,Regular,33,Amma Foods Non-Veg,Italian,4.2
1767,20-05-2023,597.27,2892,Hyderabad,Gold,411,Swagath Delights Family Restaurant,Indian,4.3
1768,17-07-2023,1109.9,7,Chennai,Gold,88,Ruchi Eatery North Indian,Indian,4.8
1769,27-04-2023,853.75,2971,Hyderabad,Regular,231,New Dhaba Punjabi,Indian,4.1
1770,23-04-2023,971.92,421,Chennai,Gold,86,Sri Curry House Chinese,Indian,4.2
1771,07-11-2023,901.55,2648,Hyderabad,Regular,264,Classic Curry House South Indian,Indian,4.3
1772,10-10-2023,1077.24,1793,Chennai,Gold,87,Hotel Curry House Non-Veg,Mexican,3.8
1773,24-02-2023,1309.62,1070,Hyderabad,Gold,213,Amma Dhaba Punjabi,Indian,3.7
1774,22-04-2023,855.22,1984,Pune,Gold,267,Darbar Cafe Punjabi,Chinese,4.2
1775,16-01-2023,159.44,713,Pune,Gold,244,Amma Tiffins South Indian,Italian,4.3
1776,11-12-2023,757.79,1934,Hyderabad,Regular,351,Spice Dhaba Non-Veg,Mexican,4.2
1777,16-12-2023,649.23,2626,Bangalore,Gold,103,Darbar Restaurant North Indian,Mexican,4.9
1778,19-03-2023,1217.3,2320,Hyderabad,Gold,166,Classic Cafe Andhra,Chinese,4.6
1779,23-11-2023,173.96,2835,Bangalore,Gold,496,Swagath Eatery Multicuisine,Indian,3.1
1780,28-12-2023,873.5,1228,Bangalore,Regular,495,Ruchi Curry House North Indian,Italian,4.5
1781,10-09-2023,130.43,2175,Pune,Regular,187,Royal Kitchen North Indian,Chinese,3.8
1782,08-07-2023,976.43,841,Pune,Gold,355,Swagath Restaurant Chinese,Indian,4.2
1783,09-11-2023,157.53,1319,Hyderabad,Gold,349,Taste of Eatery Punjabi,Indian,4.5
1784,01-03-2023,858.23,631,Chennai,Gold,141,Amma Kitchen South Indian,Mexican,3.3
1785,28-03-2023,1429.94,1269,Bangalore,Gold,150,Sri Cafe Non-Veg,Indian,4.2
1786,09-02-2023,1340.15,1004,Bangalore,Regular,119,Spice Restaurant Non-Veg,Chinese,3.7
1787,30-01-2023,1250.55,1489,Bangalore,Regular,320,Hotel Cafe Multicuisine,Italian,4.1
1788,18-05-2023,1292.01,2750,Chennai,Gold,45,Annapurna Restaurant Punjabi,Mexican,3.0
1789,30-12-2023,393.61,2742,Hyderabad,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5
1790,31-05-2023,820.21,2247,Hyderabad,Regular,380,Classic Kitchen Family Restaurant,Italian,4.6
1791,12-02-2023,1499.18,1514,Pune,Gold,80,Spice Mess Chinese,Italian,3.9
1792,13-10-2023,1484.94,2116,Chennai,Gold,387,New Tiffins Andhra,Mexican,3.8
1793,02-09-2023,1220.41,41,Bangalore,Regular,215,Spice Biryani Punjabi,Mexican,4.4
1794,31-03-2023,1492.87,2796,Bangalore,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5
1795,17-08-2023,855.46,2585,Pune,Gold,212,Sai Delights North Indian,Indian,3.2
1796,16-06-2023,755.31,1927,Hyderabad,Gold,3,Darbar Eatery Andhra,Mexican,4.3
1797,02-06-2023,649.79,2852,Pune,Regular,84,Grand Mess Chinese,Chinese,3.2
1798,23-04-2023,221.71,1973,Bangalore,Regular,22,Sri Biryani Non-Veg,Chinese,5.0
1799,10-07-2023,445.07,837,Bangalore,Gold,400,Ruchi Tiffins Non-Veg,Mexican,3.4
1800,24-09-2023,1368.54,2694,Bangalore,Regular,291,Annapurna Foods Non-Veg,Mexican,4.3
1801,12-05-2023,896.69,71,Chennai,Gold,183,Taste of Biryani Non-Veg,Chinese,3.7
1802,12-01-2023,1219.6,982,Hyderabad,Regular,98,Ruchi Dhaba Non-Veg,Indian,4.0
1803,11-05-2023,171.21,2347,Hyderabad,Regular,253,New Restaurant North Indian,Italian,4.6
1804,11-02-2023,846.24,875,Hyderabad,Regular,490,Swagath Curry House Punjabi,Italian,3.7
1805,27-10-2023,380.67,2457,Chennai,Gold,11,Taste of Kitchen Family Restaurant,Chinese,4.9
1806,09-07-2023,477.86,2200,Chennai,Regular,457,Sai Delights Multicuisine,Indian,3.0
1807,23-04-2023,1254.77,939,Chennai,Regular,126,Spice Tiffins North Indian,Italian,4.5
1808,19-01-2023,601.7,2059,Bangalore,Gold,468,New Restaurant North Indian,Chinese,4.8
1809,19-10-2023,1474.8,980,Chennai,Gold,452,Classic Delights Multicuisine,Chinese,4.4
1810,27-11-2023,753.99,1612,Chennai,Gold,500,Grand Eatery Family Restaurant,Chinese,3.2
1811,09-04-2023,283.54,2247,Hyderabad,Regular,468,New Restaurant North Indian,Chinese,4.8
1812,01-01-2023,1000.51,1531,Bangalore,Gold,263,Grand Curry House Andhra,Indian,4.4
1813,26-05-2023,1023.86,1593,Chennai,Regular,76,Amma Kitchen Punjabi,Italian,4.7
1814,07-08-2023,497.29,1542,Bangalore,Regular,190,Amma Restaurant Pure Veg,Chinese,3.1
1815,05-05-2023,534.52,1956,Bangalore,Regular,72,Sri Foods Chinese,Mexican,3.4
1816,15-09-2023,1209.3,37,Bangalore,Regular,45,Annapurna Restaurant Punjabi,Mexican,3.0
1817,13-05-2023,240.93,1806,Chennai,Gold,460,New Biryani Andhra,Chinese,4.5
1818,07-06-2023,1458.47,837,Bangalore,Gold,228,Udupi Dhaba Pure Veg,Mexican,4.1
1819,11-07-2023,1497.8,1492,Bangalore,Regular,47,Ruchi Cafe Punjabi,Indian,3.4
1820,07-01-2023,1280.79,666,Hyderabad,Regular,354,Darbar Kitchen Chinese,Indian,3.8
1821,31-05-2023,1180.79,1865,Chennai,Regular,259,Amma Curry House Family Restaurant,Mexican,3.7
1822,28-12-2023,1077.09,2681,Chennai,Gold,378,New Mess North Indian,Italian,4.4
1823,20-05-2023,1178.74,1538,Bangalore,Regular,7,Ruchi Biryani Punjabi,Italian,3.2
1824,19-04-2023,560.46,423,Chennai,Gold,76,Amma Kitchen Punjabi,Italian,4.7
1825,01-10-2023,347.91,1793,Chennai,Gold,34,Ruchi Dhaba Multicuisine,Chinese,4.3
1826,10-03-2023,593.98,595,Chennai,Regular,341,Amma Biryani Family Restaurant,Chinese,3.2
1827,07-06-2023,1435.16,1280,Hyderabad,Regular,475,Ruchi Kitchen Punjabi,Italian,4.9
1828,05-02-2023,589.33,1498,Chennai,Gold,464,Ruchi Cafe Multicuisine,Italian,3.3
1829,04-04-2023,624.03,2167,Hyderabad,Gold,260,Udupi Restaurant Family Restaurant,Indian,4.0
1830,10-01-2023,1037.55,942,Bangalore,Regular,49,Amma Curry House Punjabi,Italian,4.0
1831,06-11-2023,1153.29,1515,Bangalore,Regular,109,Swagath Delights South Indian,Chinese,5.0
1832,19-06-2023,321.84,177,Chennai,Regular,443,Darbar Foods Andhra,Mexican,3.4
1833,05-10-2023,1173.95,2198,Chennai,Regular,315,Swagath Curry House Chinese,Mexican,4.7
1834,06-01-2023,1395.0,857,Pune,Regular,26,Spice Eatery Family Restaurant,Chinese,4.6
1835,21-05-2023,764.93,2671,Bangalore,Gold,101,Sai Kitchen South Indian,Mexican,3.9
1836,28-10-2023,1129.92,736,Pune,Gold,89,Amma Eatery Punjabi,Indian,4.3
1837,17-03-2023,1209.6,2654,Chennai,Regular,492,Swagath Kitchen North Indian,Italian,4.0
1838,20-01-2023,509.81,153,Pune,Gold,184,Annapurna Tiffins Punjabi,Mexican,3.5
1839,30-09-2023,183.84,1184,Pune,Gold,151,Annapurna Cafe Multicuisine,Chinese,3.8
1840,16-09-2023,178.03,2518,Chennai,Regular,79,Amma Restaurant Family Restaurant,Mexican,4.9
1841,16-03-2023,1227.01,932,Hyderabad,Regular,251,Grand Curry House Andhra,Chinese,3.9
1842,07-04-2023,1359.53,688,Hyderabad,Gold,165,Udupi Kitchen Chinese,Mexican,4.3
1843,24-08-2023,997.82,2369,Chennai,Gold,12,Royal Foods Multicuisine,Mexican,3.4
1844,22-10-2023,861.13,1027,Chennai,Gold,472,Darbar Delights Family Restaurant,Chinese,4.3
1845,17-03-2023,125.28,1489,Bangalore,Regular,390,Grand Restaurant Pure Veg,Mexican,4.7
1846,01-03-2023,1143.24,594,Bangalore,Gold,193,Swagath Eatery Multicuisine,Chinese,3.8
1847,15-07-2023,835.68,2443,Pune,Regular,389,Ruchi Mess Multicuisine,Italian,4.9
1848,25-11-2023,180.11,171,Hyderabad,Regular,95,Classic Biryani North Indian,Indian,3.7
1849,30-08-2023,581.86,1144,Chennai,Gold,344,Annapurna Kitchen North Indian,Indian,4.8
1850,10-11-2023,485.46,2788,Hyderabad,Regular,359,Sri Foods South Indian,Mexican,4.8
1851,26-01-2023,267.21,1257,Bangalore,Gold,175,Sai Biryani Non-Veg,Chinese,4.1
1852,01-03-2023,599.83,1199,Pune,Gold,104,Grand Dhaba South Indian,Chinese,4.9
1853,14-06-2023,367.58,1165,Chennai,Regular,395,Royal Restaurant Punjabi,Mexican,4.0
1854,26-11-2023,938.96,2005,Bangalore,Gold,63,Ruchi Foods South Indian,Italian,5.0
1855,15-03-2023,1090.14,2939,Pune,Regular,176,Classic Delights North Indian,Italian,4.0
1856,18-01-2023,1243.99,553,Pune,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2
1857,26-06-2023,851.69,1023,Hyderabad,Regular,210,Annapurna Restaurant South Indian,Indian,4.7
1858,24-09-2023,405.36,1962,Pune,Gold,431,Udupi Tiffins Punjabi,Mexican,4.6
1859,28-08-2023,278.65,235,Hyderabad,Gold,276,Sri Kitchen Chinese,Italian,3.4
1860,25-05-2023,1316.07,731,Bangalore,Regular,42,Udupi Mess North Indian,Chinese,3.2
1861,27-07-2023,452.91,1162,Bangalore,Gold,404,Classic Dhaba South Indian,Indian,3.8
1862,18-06-2023,910.36,1249,Pune,Regular,426,Royal Foods Non-Veg,Chinese,3.5
1863,09-05-2023,1174.71,1702,Pune,Regular,395,Royal Restaurant Punjabi,Mexican,4.0
1864,08-07-2023,651.13,1130,Chennai,Gold,272,New Dhaba Pure Veg,Indian,4.8
1865,03-12-2023,865.4,57,Pune,Regular,33,Amma Foods Non-Veg,Italian,4.2
1866,11-05-2023,984.74,351,Bangalore,Gold,155,Udupi Biryani Family Restaurant,Mexican,3.1
1867,19-01-2023,984.57,642,Bangalore,Gold,144,Darbar Biryani Andhra,Chinese,4.5
1868,18-01-2023,1407.63,2780,Bangalore,Regular,186,Darbar Restaurant North Indian,Indian,4.3
1869,31-10-2023,240.12,2295,Bangalore,Regular,476,Royal Curry House Multicuisine,Mexican,3.4
1870,07-08-2023,1110.95,2069,Pune,Gold,301,Classic Tiffins North Indian,Italian,4.8
1871,22-12-2023,932.1,1036,Bangalore,Regular,94,Taste of Eatery Andhra,Chinese,4.5
1872,01-07-2023,353.69,2730,Bangalore,Regular,478,New Tiffins Pure Veg,Chinese,3.1
1873,14-05-2023,1131.11,2310,Hyderabad,Gold,380,Classic Kitchen Family Restaurant,Italian,4.6
1874,11-10-2023,680.54,1140,Hyderabad,Regular,432,Hotel Eatery Pure Veg,Mexican,5.0
1875,17-05-2023,1481.2,444,Pune,Gold,59,Sai Biryani Non-Veg,Chinese,4.6
1876,08-09-2023,342.2,678,Bangalore,Regular,211,Darbar Mess Multicuisine,Chinese,3.1
1877,03-08-2023,1394.01,2024,Chennai,Regular,236,Hotel Eatery Non-Veg,Italian,4.2
1878,05-12-2023,1488.81,2621,Hyderabad,Regular,317,Darbar Cafe Pure Veg,Mexican,3.5
1879,17-08-2023,901.1,1842,Hyderabad,Regular,371,Sai Dhaba Family Restaurant,Chinese,3.1
1880,12-05-2023,195.7,841,Pune,Gold,477,Swagath Biryani North Indian,Indian,4.1
1881,08-01-2023,1469.86,1110,Pune,Gold,315,Swagath Curry House Chinese,Mexican,4.7
1882,25-04-2023,237.46,2863,Bangalore,Regular,404,Classic Dhaba South Indian,Indian,3.8
1883,06-06-2023,1231.41,903,Bangalore,Gold,100,Spice Delights Family Restaurant,Indian,3.3
1884,18-05-2023,1484.31,2815,Chennai,Regular,69,Classic Tiffins Punjabi,Chinese,4.9
1885,08-07-2023,170.57,2770,Hyderabad,Regular,154,Spice Biryani Multicuisine,Chinese,4.7
1886,05-04-2023,1368.68,63,Pune,Regular,397,Amma Foods Family Restaurant,Indian,4.8
1887,23-11-2023,279.69,632,Chennai,Gold,20,Hotel Cafe Punjabi,Indian,3.7
1888,18-11-2023,1370.69,2259,Bangalore,Gold,193,Swagath Eatery Multicuisine,Chinese,3.8
1889,02-08-2023,1447.74,1478,Pune,Gold,72,Sri Foods Chinese,Mexican,3.4
1890,19-04-2023,1024.81,2693,Pune,Regular,137,Swagath Delights Andhra,Indian,3.2
1891,10-03-2023,1447.47,49,Chennai,Regular,491,Classic Tiffins Chinese,Chinese,3.0
1892,06-06-2023,141.17,2,Pune,Gold,245,Classic Biryani North Indian,Mexican,3.5
1893,22-09-2023,1028.62,2701,Chennai,Gold,115,Annapurna Eatery Non-Veg,Chinese,3.3
1894,31-10-2023,906.42,1456,Chennai,Regular,326,Classic Mess Punjabi,Italian,4.8
1895,13-04-2023,389.08,1086,Bangalore,Gold,290,Taste of Kitchen Chinese,Chinese,4.9
1896,18-08-2023,461.89,1887,Bangalore,Regular,484,Taste of Biryani Punjabi,Mexican,4.2
1897,01-11-2023,790.55,139,Pune,Gold,271,Hotel Curry House North Indian,Chinese,3.8
1898,07-01-2023,874.79,2765,Chennai,Gold,245,Classic Biryani North Indian,Mexican,3.5
1899,20-07-2023,903.12,845,Bangalore,Gold,147,Amma Cafe South Indian,Italian,3.2
1900,31-07-2023,1220.07,1222,Chennai,Regular,241,Hotel Biryani Andhra,Chinese,3.9
1901,21-04-2023,1420.31,683,Hyderabad,Regular,188,Swagath Mess Multicuisine,Chinese,4.6
1902,19-07-2023,789.81,1069,Chennai,Regular,310,Spice Cafe Pure Veg,Indian,4.1
1903,24-06-2023,1016.52,1376,Hyderabad,Gold,386,Sai Cafe Andhra,Italian,4.3
1904,20-09-2023,224.51,452,Bangalore,Gold,306,Grand Dhaba Non-Veg,Chinese,4.8
1905,12-07-2023,1015.97,2698,Hyderabad,Regular,113,Darbar Biryani Pure Veg,Chinese,5.0
1906,04-06-2023,390.13,1358,Chennai,Regular,183,Taste of Biryani Non-Veg,Chinese,3.7
1907,08-06-2023,663.05,174,Pune,Gold,476,Royal Curry House Multicuisine,Mexican,3.4
1908,29-12-2023,135.01,812,Bangalore,Regular,66,Swagath Dhaba Punjabi,Italian,4.7
1909,13-06-2023,102.82,5,Pune,Gold,149,Amma Restaurant South Indian,Mexican,3.6
1910,19-05-2023,1058.86,2638,Bangalore,Gold,451,Classic Curry House Andhra,Chinese,3.7
1911,24-01-2023,1050.37,799,Chennai,Regular,354,Darbar Kitchen Chinese,Indian,3.8
1912,25-08-2023,657.49,2362,Chennai,Regular,2,Royal Delights South Indian,Indian,4.1
1913,19-12-2023,1334.93,2462,Chennai,Gold,483,Darbar Restaurant Family Restaurant,Chinese,4.5
1914,02-12-2023,415.79,1522,Chennai,Gold,17,Udupi Delights Non-Veg,Indian,4.6
1915,16-07-2023,1116.17,1578,Pune,Gold,230,Sai Tiffins Andhra,Chinese,3.6
1916,29-09-2023,226.7,1732,Pune,Regular,242,Classic Dhaba Punjabi,Mexican,4.0
1917,25-09-2023,839.82,648,Chennai,Gold,63,Ruchi Foods South Indian,Italian,5.0
1918,06-02-2023,1166.9,1588,Hyderabad,Gold,314,New Eatery Punjabi,Indian,4.1
1919,20-02-2023,912.88,2377,Bangalore,Regular,468,New Restaurant North Indian,Chinese,4.8
1920,23-04-2023,360.97,2555,Bangalore,Regular,125,Sai Foods Family Restaurant,Chinese,4.3
1921,22-11-2023,1178.53,1839,Hyderabad,Regular,261,Spice Mess Non-Veg,Italian,3.5
1922,20-06-2023,758.64,804,Bangalore,Gold,53,Swagath Delights Andhra,Indian,4.5
1923,29-01-2023,264.98,2605,Hyderabad,Gold,330,Udupi Eatery Multicuisine,Italian,3.9
1924,12-10-2023,585.82,2754,Bangalore,Regular,481,Sai Restaurant Non-Veg,Indian,4.2
1925,06-04-2023,1093.81,2963,Pune,Regular,195,Taste of Delights Multicuisine,Indian,3.4
1926,30-06-2023,647.64,2902,Hyderabad,Regular,94,Taste of Eatery Andhra,Chinese,4.5
1927,19-12-2023,1407.37,2016,Pune,Regular,7,Ruchi Biryani Punjabi,Italian,3.2
1928,05-05-2023,300.81,1618,Bangalore,Gold,491,Classic Tiffins Chinese,Chinese,3.0
1929,25-09-2023,1050.68,79,Hyderabad,Regular,98,Ruchi Dhaba Non-Veg,Indian,4.0
1930,15-04-2023,643.55,2325,Pune,Gold,213,Amma Dhaba Punjabi,Indian,3.7
1931,09-01-2023,497.2,2859,Hyderabad,Regular,208,New Curry House South Indian,Mexican,4.7
1932,12-08-2023,415.39,2354,Chennai,Regular,200,Annapurna Restaurant Pure Veg,Chinese,3.9
1933,11-01-2023,796.24,683,Hyderabad,Regular,498,Darbar Tiffins Non-Veg,Chinese,3.9
1934,18-02-2023,606.82,2586,Hyderabad,Regular,444,Classic Cafe Family Restaurant,Chinese,4.7
1935,06-07-2023,477.03,2922,Chennai,Gold,267,Darbar Cafe Punjabi,Chinese,4.2
1936,05-01-2023,815.44,1824,Bangalore,Regular,368,Sri Dhaba Pure Veg,Indian,4.4
1937,20-07-2023,738.25,2810,Bangalore,Regular,237,Grand Restaurant South Indian,Italian,4.5
1938,23-07-2023,209.34,1933,Hyderabad,Regular,33,Amma Foods Non-Veg,Italian,4.2
1939,25-06-2023,686.75,287,Bangalore,Regular,1,Royal Kitchen Family Restaurant,Chinese,4.8
1940,08-09-2023,800.01,863,Bangalore,Gold,239,Sai Curry House North Indian,Indian,4.9
1941,30-09-2023,1412.07,1889,Pune,Regular,19,Classic Biryani Chinese,Indian,3.6
1942,03-02-2023,695.06,962,Pune,Gold,368,Sri Dhaba Pure Veg,Indian,4.4
1943,07-01-2023,551.95,2631,Bangalore,Regular,318,Hotel Tiffins Pure Veg,Indian,3.7
1944,05-06-2023,643.89,2999,Pune,Regular,223,Amma Eatery Punjabi,Italian,3.4
1945,06-07-2023,1379.4,1938,Bangalore,Regular,344,Annapurna Kitchen North Indian,Indian,4.8
1946,03-10-2023,1389.72,950,Chennai,Regular,407,Grand Cafe Chinese,Mexican,4.6
1947,09-09-2023,1190.42,383,Hyderabad,Regular,157,Sai Restaurant Family Restaurant,Italian,4.5
1948,10-11-2023,833.13,44,Chennai,Gold,265,Udupi Curry House Andhra,Chinese,4.2
1949,10-09-2023,844.45,626,Hyderabad,Gold,2,Royal Delights South Indian,Indian,4.1
1950,08-05-2023,1138.54,1470,Pune,Regular,203,New Kitchen Pure Veg,Chinese,3.8
1951,16-07-2023,242.59,2003,Chennai,Regular,98,Ruchi Dhaba Non-Veg,Indian,4.0
1952,24-11-2023,581.2,1547,Bangalore,Regular,73,Spice Mess Andhra,Mexican,3.1
1953,08-03-2023,633.27,1946,Pune,Regular,182,Annapurna Restaurant Andhra,Mexican,4.8
1954,01-10-2023,193.27,2265,Pune,Gold,457,Sai Delights Multicuisine,Indian,3.0
1955,31-08-2023,988.35,890,Chennai,Gold,114,Ruchi Mess Andhra,Indian,3.9
1956,18-12-2023,1052.69,1894,Bangalore,Gold,264,Classic Curry House South Indian,Indian,4.3
1957,30-04-2023,1212.22,385,Bangalore,Gold,331,Spice Biryani Non-Veg,Mexican,3.4
1958,05-03-2023,227.08,2873,Pune,Gold,369,Amma Foods Chinese,Italian,3.0
1959,29-06-2023,641.79,1382,Bangalore,Regular,20,Hotel Cafe Punjabi,Indian,3.7
1960,11-01-2023,596.27,1982,Chennai,Gold,236,Hotel Eatery Non-Veg,Italian,4.2
1961,24-03-2023,189.36,296,Chennai,Regular,393,Classic Dhaba Andhra,Italian,4.1
1962,30-11-2023,338.8,2141,Bangalore,Gold,280,Taste of Dhaba Andhra,Chinese,3.7
1963,22-04-2023,1233.85,2870,Bangalore,Regular,411,Swagath Delights Family Restaurant,Indian,4.3
1964,05-06-2023,431.4,2134,Hyderabad,Regular,231,New Dhaba Punjabi,Indian,4.1
1965,04-08-2023,576.32,399,Bangalore,Regular,422,Sai Curry House South Indian,Mexican,3.0
1966,29-08-2023,1277.09,218,Hyderabad,Regular,131,Hotel Restaurant Non-Veg,Italian,3.4
1967,31-10-2023,999.81,2945,Pune,Regular,456,Hotel Dhaba Chinese,Chinese,4.2
1968,28-02-2023,1415.74,1508,Pune,Gold,251,Grand Curry House Andhra,Chinese,3.9
1969,16-03-2023,473.7,23,Chennai,Regular,49,Amma Curry House Punjabi,Italian,4.0
1970,10-04-2023,328.65,2771,Chennai,Regular,362,Grand Mess Multicuisine,Indian,4.1
1971,07-10-2023,292.66,2020,Bangalore,Regular,218,Sai Foods Pure Veg,Indian,4.1
1972,09-10-2023,855.46,2077,Bangalore,Regular,229,Ruchi Mess Family Restaurant,Italian,3.8
1973,14-12-2023,691.41,1943,Bangalore,Regular,51,Sri Eatery South Indian,Italian,3.0
1974,29-07-2023,1340.25,1120,Hyderabad,Gold,488,New Biryani North Indian,Chinese,4.1
1975,14-07-2023,451.63,1095,Pune,Regular,7,Ruchi Biryani Punjabi,Italian,3.2
1976,11-10-2023,1385.79,982,Hyderabad,Regular,118,Amma Mess Pure Veg,Mexican,3.8
1977,20-05-2023,311.65,2733,Hyderabad,Gold,199,Sri Eatery Chinese,Italian,3.4
1978,27-01-2023,338.55,168,Hyderabad,Gold,420,Ruchi Tiffins Chinese,Italian,4.0
1979,05-08-2023,297.2,1306,Chennai,Gold,370,Swagath Cafe Multicuisine,Chinese,4.4
1980,11-05-2023,1167.07,2053,Hyderabad,Regular,346,Amma Dhaba Non-Veg,Indian,4.5
